"","TCGA-02-0055","TCGA-04-1332"
"KU-MEL-3",0.26,0.35
"KXD1",5.1,4.85
"KY",0.19,0.79
"KYAT1",0.12,0.2
"KYAT3",5.84,4.52
"KYNU",2.14,0.39
"KYNUP1",0,0
"KYNUP2",0,0
"KYNUP3",0,0
"L1CAM",3.01,4.49
"L1TD1",0.03,0.19
"L29074.1",0,0.2
"L29074.2",0,0
"L2HGDH",1.79,2.5
"L34079.1",0,0
"L34079.2",0,0.5
"L34079.3",0,0.51
"L3HYPDH",3.85,2.09
"L3MBTL1",0.49,0.95
"L3MBTL2",4.11,3.58
"L3MBTL2-AS1",0.91,1.02
"L3MBTL3",2.64,2.48
"L3MBTL4",1.82,1.52
"L3MBTL4-AS1",1.42,0.78
"LACC1",2.85,1.82
"LACRT",0,0.12
"LACTB",4.43,2.88
"LACTB2",4.23,4.61
"LACTB2-AS1",0.12,0.5
"LACTBL1",0.07,0
"LAD1",0.13,5.82
"LAG3",1.54,4.17
"LAGE3",6.58,6.58
"LAGE3P1",0.4,1.7
"LAIR1",5.52,2.88
"LAIR2",0.45,0.1
"LALBA",0.24,0.09
"LAMA1",2.3,4.24
"LAMA2",4.44,3.03
"LAMA3",2.01,4.67
"LAMA4",5.14,3.92
"LAMA4-AS1",0.37,0.1
"LAMA5",4.06,7.44
"LAMA5-AS1",1.71,0.72
"LAMB1",6.4,3.83
"LAMB2",6.95,7.67
"LAMB2P1",1.66,2.8
"LAMB3",3.97,7.02
"LAMB4",0.37,0.14
"LAMC1",6.71,6.84
"LAMC1-AS1",1.62,2.34
"LAMC2",0.57,5.13
"LAMC3",2.58,2.95
"LAMP1",7.41,6.93
"LAMP2",7.46,4.86
"LAMP3",1.51,2.03
"LAMP5",4.65,7.12
"LAMP5-AS1",0,0.68
"LAMTOR1",7.48,6.9
"LAMTOR2",7.07,6.32
"LAMTOR3",5.75,3.88
"LAMTOR3P1",0.27,0
"LAMTOR3P2",0.73,0
"LAMTOR4",8.02,6.3
"LAMTOR5",7.03,5.73
"LAMTOR5-AS1",0.52,0.25
"LAMTOR5P1",0.89,1.29
"LANCL1",5.23,4.05
"LANCL1-AS1",0.45,0.25
"LANCL2",4.23,4.03
"LANCL3",0.76,0.11
"LAP3",6.97,5.8
"LAP3P1",0,0
"LAP3P2",0,0
"LAPTM4A",10.23,9.29
"LAPTM4A-DT",0.62,0.49
"LAPTM4B",7.04,9.42
"LAPTM4BP1",0.15,0.15
"LAPTM4BP2",0.43,1.26
"LAPTM5",9.25,5.7
"LARGE-AS1",0,0.63
"LARGE-IT1",0,0.88
"LARGE1",2.05,2.8
"LARGE2",1.22,6.67
"LARP1",5.89,6.45
"LARP1B",3.32,2
"LARP1BP1",0,0
"LARP1BP2",0,0
"LARP1BP3",0,0
"LARP1P1",0,0.34
"LARP4",4.36,3.54
"LARP4B",3.56,4.65
"LARP4P",0.05,0.24
"LARP6",5.21,3.81
"LARP7",4.83,3.48
"LARP7P1",0,0
"LARP7P2",0,1.52
"LARP7P3",0,0
"LARP7P4",0,0
"LARS1",4.43,3.39
"LARS2",2.7,3.26
"LARS2-AS1",0.34,0.62
"LAS1L",3.68,2.78
"LASP1",5.7,6.21
"LASTR",0.23,0.22
"LAT",0.16,0.23
"LAT2",5.1,2.48
"LATS1",3.7,3.29
"LATS2",4.73,3.98
"LATS2-AS1",0,0.99
"LAX1",0.24,0.53
"LAYN",6.45,4.35
"LBH",6.93,5.81
"LBHD1",1.2,1.43
"LBHD2",0.61,3.78
"LBP",2.73,0
"LBR",5.19,3.81
"LBX1",0.31,0
"LBX1-AS1",0.14,0.02
"LBX2",1.25,0.27
"LBX2-AS1",3.33,2.25
"LCA10",0,0
"LCA5",2.93,2.53
"LCA5L",1.33,0.62
"LCAL1",0,0.1
"LCAT",3.96,4.07
"LCE1A",0,0
"LCE1B",0,0
"LCE1C",0,0
"LCE1D",0,0
"LCE1E",0,0
"LCE1F",0,0
"LCE2A",0,0
"LCE2B",0.17,0
"LCE2C",0,0
"LCE2D",0,0
"LCE3A",0,0.37
"LCE3B",0,0
"LCE3C",0.24,0
"LCE3D",0,0
"LCE3E",0,0
"LCE4A",0,0
"LCE5A",0,0
"LCE6A",0,0
"LCEP1",0,0
"LCEP2",0,0
"LCEP3",0,0
"LCEP4",0,0
"LCK",1.62,1.65
"LCLAT1",2.71,2.71
"LCMT1",5.6,5.12
"LCMT1-AS1",1.42,0.84
"LCMT1-AS2",0.08,0.69
"LCMT2",2.97,3.05
"LCN1",0.13,0.92
"LCN10",0.05,0.56
"LCN12",0.78,3.11
"LCN15",0.25,0.25
"LCN1P1",0,1.05
"LCN1P2",0,0
"LCN2",1.94,6.25
"LCN6",0.13,0.6
"LCN8",0,0.6
"LCN9",0.19,0
"LCNL1",0.8,1.24
"LCOR",1.43,2.26
"LCORL",1.71,0.91
"LCP1",6.4,5.32
"LCP2",4.66,2.41
"LCT",0.02,0.07
"LCT-AS1",1.29,0.06
"LCTL",1.62,0.18
"LDAH",4.16,3.02
"LDB1",5.88,7.36
"LDB2",4.03,3.7
"LDB3",0.76,2.52
"LDC1P",0.06,0.06
"LDHA",9.37,7.46
"LDHAL6A",0.12,0.31
"LDHAL6B",0.29,0.24
"LDHAL6CP",0,0
"LDHAL6DP",0,0
"LDHAL6EP",0,0
"LDHAL6FP",0,0.52
"LDHAP1",0.69,0.11
"LDHAP2",1.48,0.48
"LDHAP3",2.28,0.39
"LDHAP4",0,0
"LDHAP5",2.81,0.46
"LDHAP7",2.24,0.92
"LDHB",3.34,4.93
"LDHBP1",0.18,0.19
"LDHBP2",1.61,0.39
"LDHBP3",0,0
"LDHC",0.1,0.33
"LDHD",2.62,2.9
"LDLR",5.5,3.63
"LDLRAD1",0,0.67
"LDLRAD2",0.56,1.6
"LDLRAD3",5.03,4.11
"LDLRAD4",2.39,2.5
"LDLRAD4-AS1",0.14,1.82
"LDLRAP1",4.49,4.83
"LDOC1",4.79,5.84
"LEAP2",1.35,1.15
"LECT2",0,0
"LEF1",4.06,4.01
"LEF1-AS1",1.05,0.48
"LEFTY1",0.49,0.41
"LEFTY2",2.14,2.53
"LEKR1",0.22,0.52
"LELP1",0,0
"LEMD1",2.4,3.12
"LEMD1-AS1",0.15,1.34
"LEMD1-DT",0.07,0.34
"LEMD2",4.48,5.94
"LEMD3",3.97,3.74
"LENEP",0.27,0.97
"LENG1",4.66,4.59
"LENG8",5.98,6.44
"LENG8-AS1",2.62,2.9
"LENG9",1.98,3.8
"LEO1",4.72,3.65
"LEP",0.12,0.27
"LEPR",3.01,2.7
"LEPROT",6.78,4.96
"LEPROTL1",5.54,3.47
"LERFS",0.1,1
"LETM1",4.52,4.98
"LETM1P2",0.32,1.24
"LETM2",1.73,1.61
"LETMD1",4.4,4.08
"LEUTX",0,0
"LEXM",0.12,0.12
"LFNG",4.67,4.05
"LGALS1",12.34,9.96
"LGALS12",1.39,0.31
"LGALS13",0,0
"LGALS14",0.12,0.52
"LGALS16",0,0
"LGALS17A",0.47,0.79
"LGALS2",1.46,3.45
"LGALS3",9.18,7.27
"LGALS3BP",9.66,10.52
"LGALS4",0.69,1.88
"LGALS7",0.47,0.13
"LGALS7B",1.26,1.75
"LGALS8",4.03,3.16
"LGALS8-AS1",0.28,0.28
"LGALS9",4.27,5.41
"LGALS9B",0.16,0.08
"LGALS9C",0.13,0.18
"LGALS9DP",0.14,0
"LGALSL",3.31,3.36
"LGALSL-DT",0.16,0.42
"LGI1",1.23,0.05
"LGI2",3.03,1.77
"LGI3",2.57,0.41
"LGI4",2.15,2.91
"LGMN",6.55,5.9
"LGMNP1",1.3,0.38
"LGR4",4.26,5.54
"LGR4-AS1",0.31,0.95
"LGR5",1.85,3.36
"LGR6",0.86,5.4
"LGSN",0,0
"LHB",0.98,1.08
"LHCGR",0,0.13
"LHFPL1",0.61,0.77
"LHFPL2",5.77,3.14
"LHFPL3",1.81,0.63
"LHFPL3-AS1",0.04,0.04
"LHFPL3-AS2",0.13,1.31
"LHFPL4",2.23,0.12
"LHFPL5",0.54,0.44
"LHFPL6",5.68,5.11
"LHPP",3.85,3.91
"LHX1",0.07,0.17
"LHX1-DT",0.03,0.31
"LHX2",3.83,0.61
"LHX3",0.08,0
"LHX4",0.29,1.15
"LHX5",0.04,0
"LHX5-AS1",0.37,0
"LHX6",1.2,2.63
"LHX8",2.16,0
"LHX9",0.86,2.32
"LIAS",2.35,0.83
"LIF",8.02,4.08
"LIF-AS1",0.46,0.57
"LIFR",3.5,3.35
"LIFR-AS1",0.6,0.94
"LIG1",2.75,4.5
"LIG3",2.42,2.76
"LIG4",3.72,1.47
"LILRA1",1.83,0.83
"LILRA2",2.82,0.94
"LILRA4",0.1,0.19
"LILRA5",4.77,0.94
"LILRA6",3.87,1.31
"LILRB1",3.41,1.72
"LILRB1-AS1",0,0
"LILRB2",4.61,2.3
"LILRB3",4.61,2.33
"LILRB4",4.48,2.42
"LILRB5",2.41,1.42
"LILRP1",0,0
"LILRP2",0.19,0
"LIM2",0.11,0
"LIMA1",6.56,4.73
"LIMCH1",3.57,2.73
"LIMD1",2.22,3.34
"LIMD1-AS1",0.25,0.52
"LIMD2",3.11,5.06
"LIME1",1.36,2.52
"LIMK1",6.19,5.27
"LIMK2",5.53,6.11
"LIMK2P1",0,0
"LIMS1",6.17,4.67
"LIMS1-AS1",1.55,1.1
"LIMS2",2.94,4.98
"LIMS3",0,0.04
"LIMS4",0.08,0
"LIN28A",0,0.11
"LIN28AP1",0,0
"LIN28AP2",0,0
"LIN28B",0.17,0.38
"LIN28B-AS1",0,0.04
"LIN37",1.1,1.27
"LIN52",3.9,2.47
"LIN54",3.21,1.98
"LIN7A",4.11,0.93
"LIN7B",3.89,2.87
"LIN7C",4.55,3.98
"LIN9",2.63,2.63
"LINC-PINT",1.77,1.77
"LINC-ROR",0,0.08
"LINC00028",0.18,0.34
"LINC00029",0,0
"LINC00032",0.03,0.19
"LINC00051",0,0.46
"LINC00052",0.92,0
"LINC00092",1.21,1.23
"LINC00102",0.08,0.4
"LINC00106",1.24,3.25
"LINC00111",0,0
"LINC00112",0,0
"LINC00113",0,0.92
"LINC00114",0.09,0.21
"LINC00115",2.27,1.41
"LINC00158",0.1,0.03
"LINC00159",0,0.33
"LINC00160",1.01,0
"LINC00161",0.12,0.12
"LINC00163",0.15,0.44
"LINC00165",0.13,0.36
"LINC00167",0.08,0.58
"LINC00173",0.23,1.93
"LINC00174",1.43,2
"LINC00184",0.14,0.1
"LINC00189",0,2
"LINC00200",0.04,0.06
"LINC00205",3.13,3.58
"LINC00207",0,0
"LINC00208",0,0
"LINC00210",0,0
"LINC00211",0.14,0.11
"LINC00216",0.18,0.7
"LINC00221",0,0
"LINC00222",0.13,0.3
"LINC00226",0,0
"LINC00229",0,0
"LINC00235",1.91,2.75
"LINC00237",1.49,0
"LINC00239",2.67,0.45
"LINC00240",0.9,1.3
"LINC00242",1.29,0.52
"LINC00243",0.36,0.1
"LINC00244",0,0.33
"LINC00251",0.05,0
"LINC00254",0,0
"LINC00261",0.1,0.12
"LINC00265",0.96,2.26
"LINC00265-2P",0,0
"LINC00265-3P",0,0
"LINC00266-1",0.07,0
"LINC00266-2P",0,0
"LINC00266-4P",0,0
"LINC00269",0,0.05
"LINC00271",0.34,0.25
"LINC00272",0,0
"LINC00273",0,1.35
"LINC00276",0,0
"LINC00278",0,0
"LINC00279",0,0
"LINC00280",0,0
"LINC00283",0,0
"LINC00290",0,0
"LINC00293",0,0
"LINC00294",3.64,3.33
"LINC00297",0,0
"LINC00298",0.19,0
"LINC00299",0.12,0.04
"LINC00301",0,0
"LINC00303",0.21,0.35
"LINC00304",0.11,0.14
"LINC00305",0,0
"LINC00307",0,0
"LINC00308",0,0
"LINC00309",0,0
"LINC00310",0.7,1.99
"LINC00311",0.13,0.76
"LINC00313",0.37,0.1
"LINC00314",0,0.47
"LINC00315",0.14,0.52
"LINC00316",0.59,0.89
"LINC00317",0,0
"LINC00319",0,0
"LINC00320",0.12,0
"LINC00322",0,0.15
"LINC00323",0.73,0.66
"LINC00324",2.44,1.76
"LINC00326",0.09,0
"LINC00327",0.79,0.24
"LINC00328-2P",0,0
"LINC00330",0,0.05
"LINC00331",0,0
"LINC00332",0,0
"LINC00333",0,0
"LINC00334",0.58,3.31
"LINC00336",0.1,0.64
"LINC00337",0.18,0.14
"LINC00339",0.43,0.56
"LINC00342",2.1,2.63
"LINC00343",0.01,0
"LINC00345",0.26,0.31
"LINC00347",0,0.06
"LINC00348",0,0
"LINC00349",0.07,0
"LINC00350",0.07,0
"LINC00351",0,0.13
"LINC00352",0,0
"LINC00353",0,0
"LINC00354",0.04,0.41
"LINC00355",0,0.08
"LINC00358",0,0
"LINC00362",0,0
"LINC00363",0,0
"LINC00364",0,0
"LINC00365",0.06,0.06
"LINC00366",0.07,0
"LINC00368",0,0
"LINC00370",0.8,0.08
"LINC00373",0,0
"LINC00374",0,0
"LINC00375",0,0
"LINC00376",0,0
"LINC00377",0.15,0.08
"LINC00378",0.06,0
"LINC00379",0,0
"LINC00380",0,0
"LINC00381",0,0.21
"LINC00382",0,0
"LINC00383",0,0.05
"LINC00384",0.02,0.02
"LINC00385",0,0
"LINC00387",0,0
"LINC00388",0,0
"LINC00390",0.23,0.02
"LINC00391",0.32,0.07
"LINC00392",0,0.28
"LINC00393",0,0.02
"LINC00395",0,0
"LINC00396",0.43,0
"LINC00397",0,0
"LINC00398",0.33,0.68
"LINC00399",0,0
"LINC00400",0,0
"LINC00402",0.06,0
"LINC00404",0.44,1.4
"LINC00407",0.33,1.21
"LINC00408",0,0
"LINC00410",0.05,0
"LINC00411",0.05,0.24
"LINC00412",0.56,0.68
"LINC00415",0.23,0
"LINC00421",0,0
"LINC00423",0,0
"LINC00424",0,0
"LINC00426",0.17,0.11
"LINC00427",0.44,0
"LINC00428",0,0
"LINC00430",0,0
"LINC00431",0.25,0.09
"LINC00433",0,0
"LINC00434",0,0
"LINC00437",0,0
"LINC00440",0,0
"LINC00442",0,0
"LINC00443",0.07,0.21
"LINC00445",0,0
"LINC00446",0.1,0
"LINC00448",0,0
"LINC00449",0.23,0.34
"LINC00452",0.06,0.06
"LINC00454",0.04,0.19
"LINC00456",0,0
"LINC00457",0,0
"LINC00458",0,0.51
"LINC00459",0,0
"LINC00460",2.06,0
"LINC00461",1.8,0.1
"LINC00462",0.21,0.22
"LINC00463",0.07,0
"LINC00466",0.03,0.02
"LINC00467",2.25,1
"LINC00469",0,0.05
"LINC00470",0,0.06
"LINC00471",0.99,1.05
"LINC00472",0.59,1.08
"LINC00474",0,0
"LINC00475",2.38,0.47
"LINC00476",1.77,1.57
"LINC00477",0,0.06
"LINC00479",0,0
"LINC00482",0.35,0.05
"LINC00484",0.59,0.69
"LINC00485",0,0.03
"LINC00486",0.09,0.12
"LINC00487",0.14,0.1
"LINC00488",0.37,0.06
"LINC00489",0,0
"LINC00491",0.08,1.72
"LINC00492",0,0
"LINC00494",0.02,1.03
"LINC00498",0,0
"LINC00499",0.05,0.05
"LINC00500",0,0
"LINC00501",0.15,0.05
"LINC00502",0,0
"LINC00504",0.16,0.09
"LINC00506",0.41,0.26
"LINC00507",0.42,0.02
"LINC00508",0,0
"LINC00511",2.61,1.82
"LINC00513",0.57,1.52
"LINC00514",0.16,0.79
"LINC00517",0.18,0.03
"LINC00518",0,0.11
"LINC00519",0.72,0.52
"LINC00520",0.79,0.15
"LINC00523",0.03,0
"LINC00524",0.14,0.27
"LINC00525",1.02,0.18
"LINC00526",2.74,1.11
"LINC00528",0.77,0.62
"LINC00529",0,0
"LINC00533",0,0
"LINC00534",0.04,0.22
"LINC00535",0.5,0.41
"LINC00536",0.12,0.12
"LINC00538",0,0
"LINC00539",0.61,0.7
"LINC00540",0.07,0.17
"LINC00543",0.11,0.28
"LINC00544",0.05,0
"LINC00545",0.34,0
"LINC00547",0,0
"LINC00550",0,0
"LINC00551",0.12,0.19
"LINC00552",0.12,0.45
"LINC00554",0,0
"LINC00555",0.23,0.23
"LINC00556",0,0
"LINC00557",0,0
"LINC00558",0,0
"LINC00559",0,0
"LINC00560",0,0.07
"LINC00561",0,0
"LINC00562",0.17,0.29
"LINC00563",0,0.08
"LINC00564",0,0.1
"LINC00565",0.82,0.23
"LINC00566",0,0.18
"LINC00567",0.06,0.06
"LINC00570",0.1,0.15
"LINC00571",0.37,0.63
"LINC00572",0,0
"LINC00574",0.2,0.35
"LINC00575",0,0.15
"LINC00578",3.75,0.9
"LINC00581",0.25,0.09
"LINC00582",0.33,0.33
"LINC00583",0,0
"LINC00587",0,0
"LINC00588",0.03,0
"LINC00589",0.29,0
"LINC00592",0.09,0.39
"LINC00595",0.47,0.11
"LINC00596",0,0.12
"LINC00598",0.25,0.14
"LINC00601",2.2,0.09
"LINC00602",0,0.05
"LINC00603",0.11,0
"LINC00604",0.23,0
"LINC00605",0,0.32
"LINC00606",0.03,0.03
"LINC00607",0.31,0.48
"LINC00608",0,0.03
"LINC00609",0.18,0
"LINC00612",0.29,0.72
"LINC00613",0,0
"LINC00615",0.08,0
"LINC00616",0,0
"LINC00618",0.15,0
"LINC00620",0,0.38
"LINC00621",0.06,2.29
"LINC00622",1.7,0.76
"LINC00623",2.72,1.86
"LINC00624",0.11,0.32
"LINC00626",0.14,0.27
"LINC00628",0.08,0
"LINC00629",0.22,0.41
"LINC00630",0.6,0.84
"LINC00632",0.46,5.18
"LINC00634",1.92,0.65
"LINC00635",0,0.09
"LINC00636",0.21,2.27
"LINC00637",0.1,0.5
"LINC00638",1.24,2.74
"LINC00639",0.94,0.56
"LINC00640",0.24,0.13
"LINC00641",3.15,3.64
"LINC00642",0.05,0.02
"LINC00643",0.89,0.02
"LINC00644",0,0
"LINC00645",0.02,0.29
"LINC00648",0,3.43
"LINC00649",0.25,0.29
"LINC00652",0.93,0.56
"LINC00653",1.94,0.81
"LINC00654",1.27,1.1
"LINC00656",0.26,0
"LINC00658",0.04,0
"LINC00659",0.07,0.14
"LINC00661",0,0
"LINC00662",1.55,1.7
"LINC00663",1.38,0.96
"LINC00664",0.21,1.18
"LINC00665",2.43,4.82
"LINC00667",3.84,2.3
"LINC00668",0,0.85
"LINC00670",0,0.2
"LINC00671",0.19,0.05
"LINC00672",1.57,0.85
"LINC00674",2.98,4.09
"LINC00676",0.22,0
"LINC00677",0,0.85
"LINC00678",0,0.09
"LINC00680",2.98,2.25
"LINC00681",0,0
"LINC00682",0.03,0
"LINC00683",0.11,0.52
"LINC00685",1.73,2.24
"LINC00686",0,0
"LINC00687",0.09,0
"LINC00689",0.22,0.22
"LINC00690",0.03,0
"LINC00691",0.06,0.09
"LINC00692",0,0
"LINC00698",0.08,0.08
"LINC00700",0,0
"LINC00701",0,0
"LINC00702",1.35,0.75
"LINC00703",0.08,0
"LINC00705",0.1,0.03
"LINC00706",3,0
"LINC00707",3.86,0.14
"LINC00708",0,0
"LINC00709",0,0
"LINC00710",0,0.28
"LINC00824",0.05,0
"LINC00836",0.1,0
"LINC00837",0,0
"LINC00838",0.12,0
"LINC00839",3.07,0.98
"LINC00840",2.03,0.1
"LINC00841",0.55,0.07
"LINC00842",0.04,0.55
"LINC00844",0.91,0.09
"LINC00845",0,0
"LINC00847",1.57,1.66
"LINC00850",0,0
"LINC00851",0,0
"LINC00852",0.85,1.69
"LINC00853",1.45,1.12
"LINC00857",1.34,2.34
"LINC00858",0.02,0.89
"LINC00861",0.04,0.24
"LINC00862",0.72,0.06
"LINC00863",1.31,2.25
"LINC00865",0.45,1.66
"LINC00866",0,0
"LINC00867",0.03,0
"LINC00868",0.15,0.22
"LINC00869",0.96,0.86
"LINC00870",0.06,0.05
"LINC00871",0,0.39
"LINC00877",0.22,0.18
"LINC00879",0,0.04
"LINC00880",0,0.05
"LINC00881",0.25,0
"LINC00882",1.16,1.11
"LINC00884",0.98,1.03
"LINC00885",0.05,1.68
"LINC00886",1.17,0.63
"LINC00887",0.07,0.5
"LINC00888",3.23,2.15
"LINC00891",0.22,0.13
"LINC00892",0.16,0.27
"LINC00893",0.59,0.85
"LINC00894",0.8,1.2
"LINC00895",0,0
"LINC00896",0.55,0.37
"LINC00898",0,0.02
"LINC00899",1.78,1.39
"LINC00900",1.27,0.93
"LINC00901",0,0.15
"LINC00903",0,0.43
"LINC00904",0.03,0
"LINC00905",0,0.03
"LINC00906",0.03,0.03
"LINC00907",0.07,0.08
"LINC00909",3.08,2.03
"LINC00910",0.58,0.88
"LINC00911",0.06,0
"LINC00917",0,0
"LINC00919",0,0
"LINC00920",1.97,0.45
"LINC00921",1.56,1.27
"LINC00922",1.54,0.26
"LINC00923",0.04,0.07
"LINC00924",0.4,1.67
"LINC00926",1.47,1.11
"LINC00927",0.04,0.02
"LINC00928",0.04,0
"LINC00929",0.11,0.03
"LINC00930",0,1.44
"LINC00933",0.47,0.93
"LINC00934",0,0.05
"LINC00937",0.46,0.3
"LINC00939",0.02,0.02
"LINC00940",0.05,0
"LINC00941",0,0
"LINC00942",0.54,0.91
"LINC00943",0.24,0.07
"LINC00944",0.47,0.04
"LINC00945",0.14,0
"LINC00951",0.35,0
"LINC00954",0.39,0.55
"LINC00955",0,0
"LINC00957",2.35,1.99
"LINC00958",0.11,3.21
"LINC00960",0.79,1.03
"LINC00963",3.19,2.71
"LINC00964",0.06,0.11
"LINC00967",0.05,0
"LINC00968",3.32,0.19
"LINC00970",0,0.19
"LINC00971",0.04,0
"LINC00972",0.13,0
"LINC00973",2.06,0
"LINC00974",0,0.05
"LINC00987",0.45,1.25
"LINC00989",0.27,0.1
"LINC00992",0,2.2
"LINC00993",0,0
"LINC00994",0.1,0.1
"LINC00996",0.19,0.24
"LINC00997",2.62,2.65
"LINC01001",0.36,0.27
"LINC01002",0.22,0.71
"LINC01003",4.28,3.9
"LINC01004",2.37,2.52
"LINC01005",0,0
"LINC01006",0.52,1.32
"LINC01007",0.04,0
"LINC01010",0.55,0.1
"LINC01011",1.86,1.7
"LINC01012",0.29,0.77
"LINC01013",0.72,0.21
"LINC01014",0,0
"LINC01015",0,0
"LINC01016",0,0.32
"LINC01017",0,0
"LINC01018",0.2,1.33
"LINC01019",0.03,0.11
"LINC01020",0.02,0
"LINC01022",0,0
"LINC01023",4.49,3.93
"LINC01028",0,0
"LINC01029",0,0
"LINC01030",0,0.4
"LINC01031",0.16,0.25
"LINC01033",0.12,0.06
"LINC01034",0,0
"LINC01035",0.08,0
"LINC01036",0.2,0.59
"LINC01038",0,0
"LINC01039",0,0
"LINC01040",0,0
"LINC01043",0,0
"LINC01044",0,0
"LINC01046",0,0.07
"LINC01047",0,0
"LINC01048",0.81,0
"LINC01049",0,0
"LINC01050",0.56,0.11
"LINC01052",0,0
"LINC01053",0,0
"LINC01054",0,0.2
"LINC01055",0.12,0
"LINC01056",0,0
"LINC01058",0,0.9
"LINC01060",1.54,0.21
"LINC01063",1.95,1.48
"LINC01065",0,0
"LINC01066",0,0
"LINC01067",0,0.16
"LINC01068",0.2,0.11
"LINC01069",0.09,0
"LINC01070",0,0
"LINC01072",0,0
"LINC01074",0,0
"LINC01075",0,0
"LINC01076",0,0
"LINC01077",0.25,0
"LINC01078",0,0
"LINC01079",0,0
"LINC01080",0.14,0
"LINC01081",1.4,0
"LINC01082",0.06,0
"LINC01085",1.58,0
"LINC01087",0.03,0.06
"LINC01088",0.79,0.28
"LINC01089",1.54,3.92
"LINC01090",0,0.43
"LINC01091",0.34,0.44
"LINC01093",0.4,0
"LINC01094",4,0.89
"LINC01095",0,0
"LINC01096",0.31,0.17
"LINC01097",0,0
"LINC01098",0.11,0.26
"LINC01099",0,0.13
"LINC01100",0,0.51
"LINC01101",0.11,2.16
"LINC01102",0.34,0
"LINC01103",0.07,0
"LINC01104",0,0
"LINC01106",0.1,1.29
"LINC01107",0.11,0
"LINC01108",0,0.03
"LINC01109",0,0
"LINC01111",0.87,0
"LINC01114",2.43,0
"LINC01115",0.04,0.11
"LINC01116",3.13,5.87
"LINC01117",0.6,4.02
"LINC01118",0.16,0.27
"LINC01119",1.1,0.85
"LINC01120",0.03,0.08
"LINC01121",0.27,0.05
"LINC01122",0.2,0.3
"LINC01123",0.1,1.43
"LINC01124",0.24,1.24
"LINC01126",0.64,1.51
"LINC01127",1.31,2.81
"LINC01128",2.71,1.74
"LINC01132",0.08,1.05
"LINC01133",0.27,2.3
"LINC01134",0.85,0.3
"LINC01135",0.89,1.05
"LINC01136",0.04,0.3
"LINC01137",3.37,1.54
"LINC01138",1.47,1.84
"LINC01139",0.73,2.48
"LINC01140",0.3,1.4
"LINC01141",0.67,0.1
"LINC01142",0.17,0
"LINC01143",0.79,1.7
"LINC01144",1.98,2.46
"LINC01145",0.63,1.29
"LINC01146",0.21,0.04
"LINC01147",0,0
"LINC01148",0,0
"LINC01149",0,0
"LINC01150",0.61,0.92
"LINC01151",0.12,0.43
"LINC01152",1.4,0.22
"LINC01153",0,0
"LINC01154",0,0.23
"LINC01159",1.94,0
"LINC01160",1,0.65
"LINC01162",0,0
"LINC01163",0,0.1
"LINC01164",0.17,0
"LINC01165",0.31,1.04
"LINC01166",0.08,0.12
"LINC01167",0,0.6
"LINC01168",0.02,0.09
"LINC01169",0,0
"LINC01170",0.24,0.14
"LINC01173",1.73,0
"LINC01176",0.89,0.51
"LINC01177",0,0
"LINC01179",0.05,0
"LINC01180",0,0.05
"LINC01181",0,0
"LINC01182",0.44,0.05
"LINC01184",2.07,2.13
"LINC01185",0.03,0.18
"LINC01186",0.57,1.88
"LINC01187",0.09,0
"LINC01189",0,0
"LINC01191",0.65,0.75
"LINC01192",0,0
"LINC01193",0.03,0
"LINC01194",0,0
"LINC01195",0,0
"LINC01197",0.06,1.16
"LINC01198",0.53,0
"LINC01201",0,0
"LINC01202",0.07,0.21
"LINC01203",0.05,0
"LINC01204",0.16,0.03
"LINC01205",0.05,0
"LINC01206",0.05,0.03
"LINC01208",0.17,0.1
"LINC01209",0,0
"LINC01210",0,0
"LINC01213",0.29,0.54
"LINC01214",0,0.15
"LINC01215",0.16,0.57
"LINC01216",0,0
"LINC01217",0,0
"LINC01218",0,0
"LINC01219",0,0
"LINC01220",0.86,0.8
"LINC01221",0,0
"LINC01222",0,0
"LINC01224",0.16,3.36
"LINC01226",0.02,0.02
"LINC01227",0,0.1
"LINC01228",0,0
"LINC01229",0.11,0.13
"LINC01230",0,0
"LINC01231",0.06,2.69
"LINC01232",0.72,0.93
"LINC01233",0,0.3
"LINC01234",0.26,0.69
"LINC01235",0.84,1.61
"LINC01237",0.36,0.98
"LINC01238",0.59,0.63
"LINC01239",0.47,0.09
"LINC01241",0,0.11
"LINC01242",0,0
"LINC01243",0,0
"LINC01247",0,0
"LINC01248",0,0.41
"LINC01249",0,0.39
"LINC01250",0.09,0.09
"LINC01251",0,0.4
"LINC01252",0.8,0.49
"LINC01254",0.03,0.59
"LINC01255",0,0
"LINC01256",0,0
"LINC01257",0,1.11
"LINC01258",0,0
"LINC01259",0,0
"LINC01260",0,0
"LINC01262",0,0
"LINC01264",0,0
"LINC01266",0.06,0.16
"LINC01267",0,0
"LINC01269",0,0.93
"LINC01270",0.95,0.4
"LINC01271",0.05,0.23
"LINC01273",1.29,0.91
"LINC01275",0.69,0.15
"LINC01276",0,0.05
"LINC01277",0.22,0.05
"LINC01278",2.98,3.6
"LINC01280",0.09,0
"LINC01281",0.05,0.05
"LINC01282",0.15,0
"LINC01283",0,0.14
"LINC01284",0.02,0.02
"LINC01285",0.1,0.33
"LINC01287",0.02,0.02
"LINC01288",0,0
"LINC01289",0.02,0
"LINC01290",0.54,1.35
"LINC01291",1.4,0.05
"LINC01293",0.16,0.39
"LINC01297",0,0.12
"LINC01298",0,0
"LINC01299",0.11,0
"LINC01300",0.12,1.12
